"report-cd-rfile"
"Iteration" "report-cd"
("Iteration" "report-cd")
1 0.0681221687645857
2 0.05610868888435953
3 0.04802142009673683
4 0.04386713046129229
5 0.04051163746662485
6 0.03802046228449387
7 0.03604963066549332
8 0.03460155739975318
9 0.0335986770033784
10 0.03268445296660827
11 0.03208976997898806
12 0.03159237948961192
13 0.03125615047730957
14 0.03102868926926926
15 0.03084209982754191
16 0.03072396034653034
17 0.0306357443499788
18 0.03056424314097383
19 0.03050952367786668
20 0.03047177853972317
21 0.03044229555626529
22 0.03041940722612678
23 0.03040371307197449
24 0.03039032312265841
25 0.03037992458340412
26 0.03037240483837365
27 0.03036715507510478
28 0.03036241028987622
29 0.03035794946271776
30 0.03035589730427548
31 0.03035379907728596
32 0.03035166853998353
33 0.03035034913568931
34 0.03034920295420302
35 0.03034832814257261
36 0.03034762627271241
37 0.03034708858459719
38 0.03034669002537872
39 0.03034636379601964
40 0.03034614881791773
41 0.03034594027523787
42 0.03034577591748297
43 0.03034567140855171
44 0.03034558438893277
45 0.03034552411735018
46 0.03034547341584594
47 0.03034544772943015
48 0.03034542720905969
49 0.03034540117560188
